priority,word,zh,category,filename,prompt
2,try,嘗試,,data/images/vocab/word_try.webp,"a child making an effort to try something new, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,tub,浴缸,,data/images/vocab/word_tub.webp,"a white bathtub in a bathroom, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,tube,管子,,data/images/vocab/word_tube.webp,"a plastic tube on a laboratory table, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,turn,轉動,,data/images/vocab/word_turn.webp,"a cartoon child turning around in a circle, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,uncle,叔叔,Family,data/images/vocab/word_uncle.webp,"a smiling uncle holding a little girl's hand, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,underline,強調,School,data/images/vocab/word_underline.webp,"a red pen underlining text in a book, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,understand,理解,School,data/images/vocab/word_understand.webp,"a lightbulb turning on in a thought bubble, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,unique,獨特的,,data/images/vocab/word_unique.webp,"a snowflake with a blue background, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,university,大學,,data/images/vocab/word_university.webp,"a large university building with a clock tower, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,upload,上傳,,data/images/vocab/word_upload.webp,"a computer screen showing a file being uploaded, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,useful,有用,,data/images/vocab/word_useful.webp,"a toolbox with many useful tools inside, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,usual,通常,,data/images/vocab/word_usual.webp,"a calendar with a routine marked on it, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,valuable,有價值的,,data/images/vocab/word_valuable.webp,"a treasure chest filled with gold coins, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,vegetable,蔬菜,,data/images/vocab/word_vegetable.webp,"a fresh carrot on a kitchen counter, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,vendor,小販,,data/images/vocab/word_vendor.webp,"a street vendor selling food from a cart, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,very,非常,,data/images/vocab/word_very.webp,"a big smile on a happy face, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,vest,背心,,data/images/vocab/word_vest.webp,"a blue vest on a clothes hanger, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,village,村莊,,data/images/vocab/word_village.webp,"a small village surrounded by green hills, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,vinegar,醋,,data/images/vocab/word_vinegar.webp,"a bottle of vinegar on a kitchen counter, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,violin,小提琴,,data/images/vocab/word_violin.webp,"a brown violin on a music stand, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,visit,訪問,,data/images/vocab/word_visit.webp,"a family visiting a museum, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,visitor,遊客,People,data/images/vocab/word_visitor.webp,"a smiling tourist with a map, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,vocabulary,詞彙,School,data/images/vocab/word_vocabulary.webp,"a book with a dictionary and pencil, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,volleyball,排球,,data/images/vocab/word_volleyball.webp,"a volleyball on a sandy beach court, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,waist,腰部,Parts of body,data/images/vocab/word_waist.webp,"a cartoon child touching their waist, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,wait,等待,,data/images/vocab/word_wait.webp,"a person waiting at a bus stop, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,wake,喚醒,,data/images/vocab/word_wake.webp,"a cartoon child waking up in bed, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,wash,洗,,data/images/vocab/word_wash.webp,"a cartoon child washing hands in a sink, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,waste,浪費,,data/images/vocab/word_waste.webp,"a recycling bin with a sign, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,waterfalls,瀑布,Places & locations,data/images/vocab/word_waterfalls.webp,"a beautiful waterfall in a forest, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,weak,虛弱的,Health,data/images/vocab/word_weak.webp,"a cartoon child looking weak on a couch, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
